id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
21191,"Pendleton County, Kentucky",9863,32393,25701,31156,31571,46648,50833
21193,"Perry County, Kentucky",19751,30040,17227,25344,29151,41121,54755
21195,"Pike County, Kentucky",45115,30155,21941,26643,28381,39384,51770
21197,"Powell County, Kentucky",8384,24246,16016,25417,17161,41371,43500
21199,"Pulaski County, Kentucky",44095,27956,15944,23780,27016,42951,51883
21201,"Robertson County, Kentucky",1536,32115,37604,30521,21694,38684,76071
21203,"Rockcastle County, Kentucky",11762,26852,15476,22063,26943,42558,55700
21205,"Rowan County, Kentucky",13483,29991,17054,25850,27739,38340,49195
21207,"Russell County, Kentucky",12277,26056,14295,23943,25704,33802,55800
21209,"Scott County, Kentucky",30999,39418,18003,30975,37921,52511,56700
21211,"Shelby County, Kentucky",28849,33760,21533,27365,31832,52685,60727
21213,"Simpson County, Kentucky",11655,27546,14511,22134,30821,35769,50240
21215,"Spencer County, Kentucky",11649,39714,25000,32281,40084,60573,51838
21217,"Taylor County, Kentucky",16263,26080,17875,22201,27020,37101,46086
21219,"Todd County, Kentucky",7930,30286,27500,30410,27083,36932,42794
21221,"Trigg County, Kentucky",10135,31407,21795,27111,33134,34257,52939
21223,"Trimble County, Kentucky",5964,34133,16250,30380,31875,47123,53589
21225,"Union County, Kentucky",9538,30457,18125,28980,30230,41302,50735
21227,"Warren County, Kentucky",70414,31195,16728,24946,31103,38647,52474
21229,"Washington County, Kentucky",7831,30159,22008,28277,28705,41042,46198
21231,"Wayne County, Kentucky",14513,24752,16610,22410,26538,48535,40724
21233,"Webster County, Kentucky",9290,31805,26694,30120,35606,30600,46189
21235,"Whitley County, Kentucky",23112,23924,16136,21881,22708,37582,46290
21237,"Wolfe County, Kentucky",5040,25358,12895,22793,40585,27315,46813
21239,"Woodford County, Kentucky",17256,36163,19605,25852,34375,46047,53653
22001,"Acadia Parish, Louisiana",39281,30106,20746,28690,29287,43584,55821
22003,"Allen Parish, Louisiana",17594,29511,19978,27388,27859,41643,50848
22005,"Ascension Parish, Louisiana",69451,44592,21066,38365,42229,57238,68112
22007,"Assumption Parish, Louisiana",15509,33791,22938,32150,30013,44844,64423
22009,"Avoyelles Parish, Louisiana",28080,26651,17419,26682,30133,40465,49267
22011,"Beauregard Parish, Louisiana",23675,35025,18628,31385,31807,45124,58281
22013,"Bienville Parish, Louisiana",9630,28066,19286,23194,30281,43651,41047
22015,"Bossier Parish, Louisiana",77493,37478,20011,29758,35275,49520,60811
22017,"Caddo Parish, Louisiana",167699,31152,17148,25584,29960,47610,61408
22019,"Calcasieu Parish, Louisiana",125051,32885,17494,28215,31953,45989,53310
22021,"Caldwell Parish, Louisiana",6907,25939,20226,26853,24609,38932,52878
22023,"Cameron Parish, Louisiana",4626,37606,25583,30673,38704,43750,80357
22025,"Catahoula Parish, Louisiana",7034,26931,16042,24095,29875,40347,39306
22027,"Claiborne Parish, Louisiana",11918,23325,14613,21303,23632,48545,50425
22029,"Concordia Parish, Louisiana",13729,22601,13899,20652,26435,43720,52042
22031,"De Soto Parish, Louisiana",17940,30148,16756,26403,31308,47974,52313
22033,"East Baton Rouge Parish, Louisiana",274869,35773,17757,26510,31864,48581,56712
22035,"East Carroll Parish, Louisiana",4923,18271,15268,16272,18517,42375,33798
22037,"East Feliciana Parish, Louisiana",14192,32559,18235,30351,37939,45833,68125
22039,"Evangeline Parish, Louisiana",21457,28419,16996,28865,30210,41271,50333
22041,"Franklin Parish, Louisiana",13622,25891,16827,24436,27561,43919,35000
22043,"Grant Parish, Louisiana",15251,28165,20775,27159,26192,48365,51923
22045,"Iberia Parish, Louisiana",46844,30793,21423,29485,29220,44703,51077
22047,"Iberville Parish, Louisiana",22741,31007,21741,28972,30919,48036,50921
22049,"Jackson Parish, Louisiana",11182,27937,14912,23132,27731,38000,43917
22051,"Jefferson Parish, Louisiana",298024,34242,20706,27694,32988,49196,59958
22053,"Jefferson Davis Parish, Louisiana",20552,31829,25850,27571,27202,46211,52339
22055,"Lafayette Parish, Louisiana",143396,37323,20769,30342,32238,49147,60779
22057,"Lafourche Parish, Louisiana",63386,36847,29607,32663,36033,46245,53314
22059,"LaSalle Parish, Louisiana",10123,33585,17018,29388,41004,40990,44081
22061,"Lincoln Parish, Louisiana",25446,30017,16573,25280,28476,35377,47791
22063,"Livingston Parish, Louisiana",83517,39811,21480,34636,42860,49775,52183
22065,"Madison Parish, Louisiana",7877,21591,12386,21657,23995,33173,31103
22067,"Morehouse Parish, Louisiana",18432,25845,17485,25062,26303,41581,45043
22069,"Natchitoches Parish, Louisiana",23578,28212,16883,23994,26091,41217,53817
22071,"Orleans Parish, Louisiana",239853,31760,16046,22492,28222,42645,58704
22073,"Ouachita Parish, Louisiana",97301,30909,16234,24765,29423,43402,53089
22075,"Plaquemines Parish, Louisiana",14971,39571,26174,35759,40209,52994,63750
22077,"Pointe Coupee Parish, Louisiana",15512,34491,25570,30278,36190,41421,52102
22079,"Rapides Parish, Louisiana",86066,30176,16955,24472,28044,43886,51438
22081,"Red River Parish, Louisiana",5938,29640,17337,27563,28869,56217,58333
22083,"Richland Parish, Louisiana",13665,27017,17971,22520,30953,43859,56576
22085,"Sabine Parish, Louisiana",16373,31853,24493,29767,29625,43281,50884
22087,"St. Bernard Parish, Louisiana",24722,31800,22799,28977,32006,41910,42407
22089,"St. Charles Parish, Louisiana",34193,42355,26715,34315,42717,51423,63577
22091,"St. Helena Parish, Louisiana",7308,25394,15768,25417,26636,51514,52583
22093,"St. James Parish, Louisiana",14312,38704,18008,35696,41078,47091,53914
22095,"St. John the Baptist Parish, Louisiana",28810,33703,23450,32287,32726,48976,56154
22097,"St. Landry Parish, Louisiana",53511,30311,19404,27335,31806,43477,50824
22099,"St. Martin Parish, Louisiana",34206,30924,21320,28274,31008,41913,54018
22101,"St. Mary Parish, Louisiana",35416,30701,25795,27850,30754,44053,61417
22103,"St. Tammany Parish, Louisiana",159110,39191,18824,30447,35995,53075,66340
22105,"Tangipahoa Parish, Louisiana",76905,31532,18950,28585,31414,44037,48913
22107,"Tensas Parish, Louisiana",3500,18778,15764,19022,18136,40500,21389
22109,"Terrebonne Parish, Louisiana",71707,33071,27003,31655,31185,47527,56387
22111,"Union Parish, Louisiana",15427,30678,20674,28565,32297,37083,43319
22113,"Vermilion Parish, Louisiana",37775,31863,20572,31989,31791,47683,54167
22115,"Vernon Parish, Louisiana",31072,34309,21702,29267,34196,44489,57266
22117,"Washington Parish, Louisiana",31415,26593,20901,22680,26325,46269,49390
22119,"Webster Parish, Louisiana",27862,26984,14760,25617,26929,44118,50278
22121,"West Baton Rouge Parish, Louisiana",15753,36336,17719,31155,35589,47484,57885
22123,"West Carroll Parish, Louisiana",7761,25677,20238,25288,24050,37297,42969
22125,"West Feliciana Parish, Louisiana",11833,39928,18514,25051,40709,51840,66220
22127,"Winn Parish, Louisiana",10507,30194,21236,23396,31598,42423,46081
23001,"Androscoggin County, Maine",73603,31857,18762,27417,31752,42283,52838
23003,"Aroostook County, Maine",51587,28520,20429,23367,28422,38799,53199
23005,"Cumberland County, Maine",199509,37433,21022,27042,33525,46003,56202
23007,"Franklin County, Maine",21287,29385,25640,25150,27197,32892,51069
23009,"Hancock County, Maine",40472,29696,20823,24784,27317,36805,43555
23011,"Kennebec County, Maine",86177,32742,21663,27074,32402,41691,54407
23013,"Knox County, Maine",29629,28574,20935,25427,30459,33708,41304
23015,"Lincoln County, Maine",25882,30216,21426,25631,28440,34787,47275
23017,"Oxford County, Maine",41476,28388,19018,25670,28222,37098,45841
23019,"Penobscot County, Maine",104537,31343,16759,25578,30060,40414,54518
23021,"Piscataquis County, Maine",13113,25847,18950,23520,24872,36083,53250
23023,"Sagadahoc County, Maine",25537,34799,20078,29891,30622,45016,55390
23025,"Somerset County, Maine",37536,29016,21983,25989,28655,37838,52443
23027,"Waldo County, Maine",27820,28713,15964,24967,28648,33989,44362
23029,"Washington County, Maine",23789,25252,19107,21485,25249,37000,42288
23031,"York County, Maine",141327,34645,21074,29254,33094,45526,56524
24001,"Allegany County, Maryland",51661,30055,15065,24105,30537,41690,59545
24003,"Anne Arundel County, Maryland",369238,51955,25499,37082,48544,64054,89828
24005,"Baltimore County, Maryland",553585,44833,23515,34639,41702,54534,72256
24009,"Calvert County, Maryland",59127,53778,30497,42922,52265,68529,93046
24011,"Caroline County, Maryland",21887,34121,23153,30839,36583,46735,63323
24013,"Carroll County, Maryland",112528,49515,29000,37338,48122,65247,76241
24015,"Cecil County, Maryland",67376,42481,22638,33189,45266,60093,70498
24017,"Charles County, Maryland",96976,56478,29640,42343,56161,75473,85548
24019,"Dorchester County, Maryland",23101,32225,21537,29551,32469,43688,60906
24021,"Frederick County, Maryland",157552,50558,23092,35550,45470,62936,80292
24023,"Garrett County, Maryland",21123,29534,21995,26069,26509,42255,53464
24025,"Harford County, Maryland",166505,49274,24791,35727,44636,63397,76500
24027,"Howard County, Maryland",196576,65026,26319,34877,47169,69850,95171
24029,"Kent County, Maryland",14003,35754,19852,28799,32405,50118,60769
24031,"Montgomery County, Maryland",678232,54480,23109,30309,40478,61781,94307
24033,"Prince George's County, Maryland",569308,44502,24314,36888,45388,59545,76496
24035,"Queen Anne's County, Maryland",33275,46619,22247,36819,45956,58378,74434
24037,"St. Mary's County, Maryland",68713,51582,24033,41743,49036,74352,95786
24039,"Somerset County, Maryland",16927,28026,19413,26107,30960,39337,52212
24041,"Talbot County, Maryland",28034,34448,22876,26907,35155,47729,62414
24043,"Washington County, Maryland",102325,36634,23769,30458,36932,52474,63239
24045,"Wicomico County, Maryland",62478,34745,22115,27816,33906,44434,61183
24047,"Worcester County, Maryland",38372,33959,16524,27473,31272,47234,68347
24510,"Baltimore city, Maryland",413925,35753,20834,28317,34459,49452,60226
25001,"Barnstable County, Massachusetts",164230,38290,22354,30784,37245,46292,58282
25003,"Berkshire County, Massachusetts",93121,33142,18419,28723,31338,42252,54828
25005,"Bristol County, Massachusetts",376222,39793,25491,32342,37407,54596,70774
25007,"Dukes County, Massachusetts",12544,40096,32031,33856,38679,45385,56997
25009,"Essex County, Massachusetts",512201,43714,22136,32600,39449,56731,73342
25011,"Franklin County, Massachusetts",51771,35414,19310,30986,32323,40913,52458
25013,"Hampden County, Massachusetts",306698,38055,21122,30728,36678,50176,64198
25015,"Hampshire County, Massachusetts",97415,41147,25800,33972,37170,43917,58142
25017,"Middlesex County, Massachusetts",1056080,50648,22499,32892,41351,59147,77436
25019,"Nantucket County, Massachusetts",7442,43693,25764,37253,43554,52527,45781
25021,"Norfolk County, Massachusetts",469777,52905,24893,34908,42500,61599,81959
25023,"Plymouth County, Massachusetts",338889,44559,24265,33951,41458,60713,72738
25025,"Suffolk County, Massachusetts",484292,41561,21213,29679,35621,53489,66369
25027,"Worcester County, Massachusetts",540032,43214,23960,33046,38850,57428,72320
26001,"Alcona County, Michigan",8717,21947,18125,18426,22841,41944,63750
26003,"Alger County, Michigan",7283,25347,16528,17934,26840,46154,58095
26005,"Allegan County, Michigan",74284,32184,21161,27130,31090,49318,62258
26007,"Alpena County, Michigan",21248,26232,15870,19718,25356,43000,62361
26009,"Antrim County, Michigan",17263,24971,13685,21540,25432,37500,50441
26011,"Arenac County, Michigan",11574,25335,16250,21678,26917,43864,54167
26013,"Baraga County, Michigan",6693,29884,20156,27096,29167,37917,49107
26015,"Barry County, Michigan",40509,32558,21964,29899,32234,46345,60367
26017,"Bay County, Michigan",74657,31000,17396,25538,30130,46626,66746
26019,"Benzie County, Michigan",12893,26058,19233,22668,28624,42827,41036
26021,"Berrien County, Michigan",106889,30234,16286,25633,29550,43126,55504
26023,"Branch County, Michigan",30105,28967,17158,25468,30551,40385,67159
26025,"Calhoun County, Michigan",90860,30935,14871,25712,30209,46438,64964
26027,"Cass County, Michigan",36307,30508,21075,27043,29908,42594,59020
26029,"Charlevoix County, Michigan",18684,27740,19886,22357,27982,36111,52656
26031,"Cheboygan County, Michigan",19196,22418,15980,19351,23938,34180,61685
26033,"Chippewa County, Michigan",26798,26506,10576,20958,26749,39410,52344
26035,"Clare County, Michigan",22094,24278,15667,20764,24514,44612,53958
26037,"Clinton County, Michigan",49763,39539,18099,30335,37262,53086,64883
26039,"Crawford County, Michigan",10403,24544,14792,19300,27520,34797,50250
26041,"Delta County, Michigan",26623,28729,17163,21584,29838,42450,57981
26043,"Dickinson County, Michigan",18885,28947,17579,24019,27923,41658,62528
26045,"Eaton County, Michigan",73638,36049,14805,25981,35931,49207,60597
26047,"Emmet County, Michigan",23076,29195,16361,21973,28821,36035,59891
26049,"Genesee County, Michigan",279983,30625,15306,23372,29249,45451,68073
26051,"Gladwin County, Michigan",18874,25826,13750,21514,28656,35000,49769
26053,"Gogebic County, Michigan",12199,23217,10200,17379,22725,47216,43421
26055,"Grand Traverse County, Michigan",61861,29928,15749,23497,26684,44541,57443
26057,"Gratiot County, Michigan",28279,27968,20095,23744,27195,46068,53373
26059,"Hillsdale County, Michigan",31124,28989,16488,25398,28774,43582,60881
26061,"Houghton County, Michigan",21539,27214,19541,21979,26623,36736,51592
26063,"Huron County, Michigan",23956,27080,19250,24669,28735,40299,54653
26065,"Ingham County, Michigan",167443,33447,14652,22189,30407,42904,60311
26067,"Ionia County, Michigan",42305,31203,19290,23822,33572,48071,59280
26069,"Iosco County, Michigan",19583,22797,10136,19387,24025,40625,56853
26071,"Iron County, Michigan",9124,25223,18077,21500,25452,35565,48333
26073,"Isabella County, Michigan",35851,27827,16173,23353,25457,35211,61117
26075,"Jackson County, Michigan",108650,31870,16896,25298,31174,48669,62135
26077,"Kalamazoo County, Michigan",156259,33801,15636,24281,30511,45764,63255
26079,"Kalkaska County, Michigan",12150,25392,17279,24711,25261,30912,51875
26081,"Kent County, Michigan",388879,33367,18474,26869,31114,44064,63534
26083,"Keweenaw County, Michigan",1706,26067,9643,25987,26397,19167,62083
26085,"Lake County, Michigan",8788,21829,9464,21957,23227,27740,43913
26087,"Lapeer County, Michigan",60386,32414,21855,25914,34366,42968,71039
26089,"Leelanau County, Michigan",16359,27703,13491,21936,26982,35387,45750
26091,"Lenawee County, Michigan",67302,30947,13472,25703,32027,45567,53561
26093,"Livingston County, Michigan",123633,42263,20970,29938,36891,59493,74895
26095,"Luce County, Michigan",4945,29759,16792,22574,34310,48603,38750
26097,"Mackinac County, Michigan",8419,23470,15437,20278,24353,37604,42188
26099,"Macomb County, Michigan",582393,36495,19736,28744,35264,52486,69457
26101,"Manistee County, Michigan",18170,26516,15250,21531,26878,38815,53534
26103,"Marquette County, Michigan",44717,30780,15345,24129,27270,40726,54265
26105,"Mason County, Michigan",20451,27035,18438,22114,26976,41688,62985
26107,"Mecosta County, Michigan",25656,26820,15556,25073,25197,34318,54360
26109,"Menominee County, Michigan",17488,29313,12596,25761,29876,39771,65179
26111,"Midland County, Michigan",56620,34313,15903,23793,29790,54065,79515
26113,"Missaukee County, Michigan",10257,26317,20179,24790,25752,41382,54375
26115,"Monroe County, Michigan",102805,36140,17353,30201,35890,51958,66017
26117,"Montcalm County, Michigan",42853,27519,21395,23949,27597,42861,53765
26119,"Montmorency County, Michigan",7518,21208,20592,17462,23182,26354,50938
26121,"Muskegon County, Michigan",113632,29889,16329,24364,29911,45909,60712
26123,"Newaygo County, Michigan",32643,28077,21013,23455,30459,40146,71210
26125,"Oakland County, Michigan",838729,44041,18760,26998,33621,56050,80824
26127,"Oceana County, Michigan",17978,23483,14191,22403,26469,32885,47639
26129,"Ogemaw County, Michigan",15781,22318,12109,20887,21893,45042,54397
26131,"Ontonagon County, Michigan",5304,25667,21136,23145,25473,28750,49688
26133,"Osceola County, Michigan",15946,26189,19871,24696,26737,31750,47500
26135,"Oscoda County, Michigan",6341,19819,15000,18631,22768,14656,55417
26137,"Otsego County, Michigan",16868,29013,22845,25665,26227,47541,60878
26139,"Ottawa County, Michigan",163065,35215,21311,27606,32481,46819,62350
26141,"Presque Isle County, Michigan",10264,25894,14205,21026,26742,41765,51193
26143,"Roscommon County, Michigan",19058,20852,8663,19760,22692,33409,66591
26145,"Saginaw County, Michigan",132178,29641,14763,22991,28033,44725,64689
26147,"St. Clair County, Michigan",111266,31157,19479,25991,30605,45418,68376
